📺央卫IPTV-四川👉,#genre#
成都综合,http://112.19.88.97:8899/rtp/239.10.0.173:5140
成都经济,http://112.19.88.97:8899/rtp/239.10.0.12:5140
成都经济,http://112.19.88.97:8899/rtp/239.11.0.208:5140
成都经济,http://112.19.88.97:8899/rtp/239.10.0.174:5140
成都生活,http://112.19.88.97:8899/rtp/239.10.0.13:5140
成都生活,http://112.19.88.97:8899/rtp/239.10.0.175:5140
成都生活,http://112.19.88.97:8899/rtp/239.10.0.14:5140
成都影视,http://112.19.88.97:8899/rtp/239.11.0.209:5140
成都影视,http://112.19.88.97:8899/rtp/239.10.0.176:5140
成都公共,http://112.19.88.97:8899/rtp/239.10.0.15:5140
成都公共,http://112.19.88.97:8899/rtp/239.10.0.181:5140
成都少儿,http://112.19.88.97:8899/rtp/239.10.0.16:5140
成都少儿,http://112.19.88.97:8899/rtp/239.10.0.184:5140
稻城电视台,http://112.19.88.97:8899/rtp/239.10.0.29:5140
宜宾公共频道,http://112.19.88.97:8899/rtp/239.10.0.34:5140
宜宾新闻综合,http://112.19.88.97:8899/rtp/239.10.0.33:5140
营山电视台,http://112.19.88.97:8899/rtp/239.10.0.35:5140
自贡综合频道,http://112.19.88.97:8899/rtp/239.10.0.117:5140


HOT爱谍战,http://112.19.88.97:8899/rtp/239.10.0.152:5140
HOT爱动漫,http://112.19.88.97:8899/rtp/239.10.0.165:5140
HOT爱都市,http://112.19.88.97:8899/rtp/239.10.0.154:5140
HOT爱怀旧,http://112.19.88.97:8899/rtp/239.10.0.161:5140
HOT爱家庭,http://112.19.88.97:8899/rtp/239.10.0.155:5140
HOT爱科幻,http://112.19.88.97:8899/rtp/239.10.0.146:5140
HOT爱科学,http://112.19.88.97:8899/rtp/239.10.0.172:5140
HOT爱浪漫,http://112.19.88.97:8899/rtp/239.10.0.148:5140
HOT爱奇谈,http://112.19.88.97:8899/rtp/239.10.0.162:5140
HOT爱青春,http://112.19.88.97:8899/rtp/239.10.0.160:5140
HOT爱探索,http://112.19.88.97:8899/rtp/239.10.0.171:5140
HOT爱体育,http://112.19.88.97:8899/rtp/239.10.0.170:5140
HOT爱喜剧,http://112.19.88.97:8899/rtp/239.10.0.143:5140
HOT爱悬疑,http://112.19.88.97:8899/rtp/239.10.0.149:5140
HOT爱院线,http://112.19.88.97:8899/rtp/239.10.0.147:5140
HOT经典,http://112.19.88.97:8899/rtp/239.10.0.151:5140
IPTV谍战剧场,http://112.19.88.97:8899/rtp/239.10.0.123:5140
IPTV经典电影,http://112.19.88.97:8899/rtp/239.10.0.122:5140
IPTV热播剧场,http://112.19.88.97:8899/rtp/239.10.0.121:5140
NewTV爱情喜剧,http://112.19.88.97:8899/rtp/239.11.0.149:5140
NewTV搏击,http://112.19.88.97:8899/rtp/239.11.0.146:5140
NEWTV动作电影,http://112.19.88.97:8899/rtp/239.11.0.142:5140
NEWTV古装剧场,http://112.19.88.97:8899/rtp/239.11.0.141:5140
NewTV海外剧场,http://112.19.88.97:8899/rtp/239.11.0.145:5140
NEWTV家庭剧场,http://112.19.88.97:8899/rtp/239.11.0.131:5140
NEWTV健康有约,http://112.19.88.97:8899/rtp/239.11.0.133:5140
NewTV金牌综艺,http://112.19.88.97:8899/rtp/239.11.0.152:5140
NEWTV惊悚悬疑,http://112.19.88.97:8899/rtp/239.11.0.144:5140
NewTV精品大剧,http://112.19.88.97:8899/rtp/239.11.0.150:5140
NEWTV精品纪录,http://112.19.88.97:8899/rtp/239.11.0.132:5140
NEWTV精品体育,http://112.19.88.97:8899/rtp/239.11.0.134:5140
NEWTV军旅剧场,http://112.19.88.97:8899/rtp/239.11.0.143:5140
NEWTV军事评论,http://112.19.88.97:8899/rtp/239.11.0.136:5140
NewTV明星大片,http://112.19.88.97:8899/rtp/239.11.0.147:5140
NEWTV农业致富,http://112.19.88.97:8899/rtp/239.11.0.137:5140
NewTV中国功夫,http://112.19.88.97:8899/rtp/239.11.0.151:5140
PP体育直播-1,http://112.19.88.97:8899/rtp/239.10.0.232:5140
PP体育直播-2,http://112.19.88.97:8899/rtp/239.10.0.233:5140
PP体育直播-3,http://112.19.88.97:8899/rtp/239.10.0.234:5140
PP体育直播-4,http://112.19.88.97:8899/rtp/239.10.0.236:5140
UTV第一电影,http://112.19.88.97:8899/rtp/239.11.0.180:5140
UTV第一剧场,http://112.19.88.97:8899/rtp/239.11.0.189:5140
UTV电影天地,http://112.19.88.97:8899/rtp/239.11.0.177:5140
UTV钓鱼生活,http://112.19.88.97:8899/rtp/239.11.0.185:5140
UTV都市剧场,http://112.19.88.97:8899/rtp/239.11.0.175:5140
UTV风云体育,http://112.19.88.97:8899/rtp/239.11.0.184:5140
UTV纪实天下,http://112.19.88.97:8899/rtp/239.11.0.176:5140
UTV家庭影院,http://112.19.88.97:8899/rtp/239.11.0.179:5140
UTV金色童年,http://112.19.88.97:8899/rtp/239.11.0.182:5140
UTV经典剧场,http://112.19.88.97:8899/rtp/239.11.0.178:5140
UTV经典影视,http://112.19.88.97:8899/rtp/239.11.0.173:5140
UTV卡通动画,http://112.19.88.97:8899/rtp/239.11.0.181:5140
UTV热播剧场,http://112.19.88.97:8899/rtp/239.11.0.171:5140
UTV时尚音乐,http://112.19.88.97:8899/rtp/239.11.0.188:5140
UTV文化教育,http://112.19.88.97:8899/rtp/239.11.0.183:5140
UTV舞蹈视界,http://112.19.88.97:8899/rtp/239.11.0.174:5140
UTV炫酷动漫,http://112.19.88.97:8899/rtp/239.11.0.186:5140
UTV影视精选,http://112.19.88.97:8899/rtp/239.11.0.170:5140
UTV优视教育,http://112.19.88.97:8899/rtp/239.11.0.187:5140
UTV优视影院,http://112.19.88.97:8899/rtp/239.11.0.172:5140
天府TV-综合,http://112.19.88.97:8899/rtp/239.10.0.189:5140
天府财经频道,http://112.19.88.97:8899/rtp/239.10.0.194:5140
天府风尚美食,http://112.19.88.97:8899/rtp/239.10.0.138:5140
天府积木宝贝,http://112.19.88.97:8899/rtp/239.10.0.157:5140
天府教育综合,http://112.19.88.97:8899/rtp/239.10.0.136:5140
天府经典再现,http://112.19.88.97:8899/rtp/239.10.0.130:5140
天府军旅谍战,http://112.19.88.97:8899/rtp/239.10.0.131:5140
天府辣妈学院,http://112.19.88.97:8899/rtp/239.10.0.137:5140
天府乐趣综合,http://112.19.88.97:8899/rtp/239.10.0.195:5140
天府名医在线,http://112.19.88.97:8899/rtp/239.10.0.139:5140
天府魔力TV,http://112.19.88.97:8899/rtp/239.10.0.145:5140
天府魔力荟萃,http://112.19.88.97:8899/rtp/239.10.0.140:5140
天府启蒙乐园,http://112.19.88.97:8899/rtp/239.10.0.158:5140
天府时尚生活,http://112.19.88.97:8899/rtp/239.10.0.144:5140
天府时尚走秀,http://112.19.88.97:8899/rtp/239.10.0.141:5140
天府星动娱乐,http://112.19.88.97:8899/rtp/239.10.0.142:5140
天府绚影高清影院,http://112.19.88.97:8899/rtp/239.10.0.188:5140


4K超高清电影,http://112.19.88.97:8899/rtp/239.10.0.187:5140
BEST体育,http://112.19.88.97:8899/rtp/239.11.0.235:5140
BEST体育,http://112.19.88.97:8899/rtp/239.11.0.237:5140
BEST体育,http://112.19.88.97:8899/rtp/239.11.0.238:5140
BEST养生,http://112.19.88.97:8899/rtp/239.10.0.135:5140
CCTV4K测试,http://112.19.88.97:8899/rtp/239.10.0.108:5140
CETV1,http://112.19.88.97:8899/rtp/239.11.0.139:5140
cetv2,http://112.19.88.97:8899/rtp/239.11.0.246:5140
cetv3,http://112.19.88.97:8899/rtp/239.11.0.247:5140
CGTN,http://112.19.88.97:8899/rtp/239.11.0.138:5140
CGTN,http://112.19.88.97:8899/rtp/239.11.0.245:5140
CHD爱电影,http://112.19.88.97:8899/rtp/239.10.0.191:5140
爱上4K,http://112.19.88.97:8899/rtp/239.11.0.120:5140
财富天下,http://112.19.88.97:8899/rtp/239.10.0.182:5140
超级体育,http://112.19.88.97:8899/rtp/239.10.0.168:5140
超级体育2,http://112.19.88.97:8899/rtp/239.11.0.232:5140
成铁电视,http://112.19.88.97:8899/rtp/239.11.0.191:5140
城市剧场,http://112.19.88.97:8899/rtp/239.10.0.124:5140
地理,http://112.19.88.97:8899/rtp/239.10.0.190:5140
电竞世界,http://112.19.88.97:8899/rtp/239.10.0.167:5140
东方财经,http://112.19.88.97:8899/rtp/239.10.0.178:5140
动画,http://112.19.88.97:8899/rtp/239.10.0.163:5140
动漫秀场,http://112.19.88.97:8899/rtp/239.10.0.101:5140
都市剧场,http://112.19.88.97:8899/rtp/239.10.0.106:5140
法治频道,http://112.19.88.97:8899/rtp/239.10.0.180:5140
风云剧场,http://112.19.88.97:8899/rtp/239.10.0.203:5140
高尔夫网球,http://112.19.88.97:8899/rtp/239.10.0.224:5140
高网,http://112.19.88.97:8899/rtp/239.10.0.164:5140
古装剧场,http://112.19.88.97:8899/rtp/239.10.0.126:5140
光影,http://112.19.88.97:8899/rtp/239.10.0.153:5140
国学,http://112.19.88.97:8899/rtp/239.10.0.186:5140
哈哈炫动,http://112.19.88.97:8899/rtp/239.11.0.64:5140
好享购物,http://112.19.88.97:8899/rtp/239.10.0.231:5140
黑莓电影,http://112.19.88.97:8899/rtp/239.11.0.148:5140
黑屏,http://112.19.88.97:8899/rtp/239.10.0.185:5140
红色经典,http://112.19.88.97:8899/rtp/239.10.0.201:5140
宏伟巨献,http://112.19.88.97:8899/rtp/239.10.0.208:5140
画面,http://112.19.88.97:8899/rtp/239.11.0.242:5140
画面,http://112.19.88.97:8899/rtp/239.11.0.243:5140
画面,http://112.19.88.97:8899/rtp/239.11.0.244:5140
画面,http://112.19.88.97:8899/rtp/239.11.0.225:5140
画面,http://112.19.88.97:8899/rtp/239.11.0.226:5140
欢乐启蒙,http://112.19.88.97:8899/rtp/239.10.0.217:5140
欢笑剧场,http://112.19.88.97:8899/rtp/239.10.0.129:5140
会理新闻,http://112.19.88.97:8899/rtp/239.11.0.239:5140
会理影视,http://112.19.88.97:8899/rtp/239.11.0.240:5140
纪实人文,http://112.19.88.97:8899/rtp/239.10.0.192:5140
家家购物,http://112.19.88.97:8899/rtp/239.10.0.229:5140
家庭影院,http://112.19.88.97:8899/rtp/239.10.0.127:5140
家有购物,http://112.19.88.97:8899/rtp/239.10.0.226:5140
嘉佳卡通,http://112.19.88.97:8899/rtp/239.11.0.203:5140
江苏篮球,http://112.19.88.97:8899/rtp/239.10.0.166:5140
金色频道,http://112.19.88.97:8899/rtp/239.10.0.179:5140
金鹰纪实,http://112.19.88.97:8899/rtp/239.10.0.193:5140
金鹰卡通,http://112.19.88.97:8899/rtp/239.11.0.127:5140
精彩成都,http://112.19.88.97:8899/rtp/239.10.0.223:5140
精彩四川,http://112.19.88.97:8899/rtp/239.10.0.100:5140
聚鲨环球精选,http://112.19.88.97:8899/rtp/239.10.0.228:5140
军旅剧场,http://112.19.88.97:8899/rtp/239.10.0.125:5140
卡酷少儿,http://112.19.88.97:8899/rtp/239.11.0.129:5140
酷乐卡通,http://112.19.88.97:8899/rtp/239.10.0.214:5140
快乐购,http://112.19.88.97:8899/rtp/239.10.0.230:5140
快乐假期,http://112.19.88.97:8899/rtp/239.10.0.215:5140
历史再现,http://112.19.88.97:8899/rtp/239.10.0.207:5140
咪咕视频,http://112.19.88.97:8899/rtp/239.10.0.235:5140
七彩戏剧,http://112.19.88.97:8899/rtp/239.10.0.128:5140
奇趣动漫,http://112.19.88.97:8899/rtp/239.10.0.216:5140
青春在线,http://112.19.88.97:8899/rtp/239.10.0.206:5140
情感热播,http://112.19.88.97:8899/rtp/239.10.0.202:5140
求索纪录,http://112.19.88.97:8899/rtp/239.10.0.221:5140
趣乐探险,http://112.19.88.97:8899/rtp/239.10.0.219:5140
全纪实,http://112.19.88.97:8899/rtp/239.10.0.105:5140
人民铁道,http://112.19.88.97:8899/rtp/239.11.0.190:5140
生活时尚,http://112.19.88.97:8899/rtp/239.10.0.102:5140
时尚购物,http://112.19.88.97:8899/rtp/239.10.0.225:5140
陶瓷频道,http://112.19.88.97:8899/rtp/239.10.0.107:5140
童童乐园,http://112.19.88.97:8899/rtp/239.10.0.210:5140
玩具乐园,http://112.19.88.97:8899/rtp/239.10.0.218:5140
我看剧场,http://112.19.88.97:8899/rtp/239.10.0.204:5140
武侠剧场,http://112.19.88.97:8899/rtp/239.10.0.133:5140
喜剧影院,http://112.19.88.97:8899/rtp/239.10.0.132:5140
戏曲,http://112.19.88.97:8899/rtp/239.10.0.150:5140
新动漫,http://112.19.88.97:8899/rtp/239.10.0.159:5140
星影,http://112.19.88.97:8899/rtp/239.10.0.156:5140
熊猫频道,http://112.19.88.97:8899/rtp/239.10.0.134:5140
阳光日记,http://112.19.88.97:8899/rtp/239.10.0.209:5140
优购物,http://112.19.88.97:8899/rtp/239.10.0.227:5140
优漫卡通,http://112.19.88.97:8899/rtp/239.11.0.63:5140
游戏风云,http://112.19.88.97:8899/rtp/239.10.0.103:5140
在线教育,http://112.19.88.97:8899/rtp/239.11.0.228:5140
在线教育,http://112.19.88.97:8899/rtp/239.11.0.229:5140
在线教育1,http://112.19.88.97:8899/rtp/239.11.0.230:5140
在线教育2,http://112.19.88.97:8899/rtp/239.11.0.231:5140
在线教育3,http://112.19.88.97:8899/rtp/239.11.0.233:5140
在线教育4,http://112.19.88.97:8899/rtp/239.11.0.234:5140
真4K,http://112.19.88.97:8899/rtp/239.11.0.122:5140
峥嵘岁月,http://112.19.88.97:8899/rtp/239.10.0.205:5140
中国天气频道,http://112.19.88.97:8899/rtp/239.10.0.177:5140
重庆时尚购物,http://112.19.88.97:8899/rtp/239.10.0.169:5140

📺电信组播-四川👉,#genre#
凤凰中文,http://171.213.208.251:4022/rtp/239.94.2.51:5140
凤凰中文,http://171.213.208.251:4022/rtp/239.94.2.52:5140
凤凰资讯,http://171.213.208.251:4022/rtp/239.94.2.49:5140
凤凰资讯,http://171.213.208.251:4022/rtp/239.94.2.50:5140

CHC影迷电影,http://171.213.208.251:4022/rtp/239.94.1.174:5140
CHC家庭影院,http://171.213.208.251:4022/rtp/239.94.1.173:5140
CHC动作电影,http://171.213.208.251:4022/rtp/239.94.1.175:5140

CCTV1综合,http://171.213.208.251:4022/rtp/239.94.0.1:5140
CCTV1综合,http://171.213.208.251:4022/rtp/239.94.2.34:5140
CCTV1综合,http://171.213.208.251:4022/rtp/239.94.1.18:5140
CCTV1综合,http://171.213.208.251:4022/rtp/239.94.1.151:5140
CCTV1综合,http://171.213.208.251:4022/rtp/239.94.0.31:5140
CCTV1综合,http://171.213.208.251:4022/rtp/239.94.2.69:5140
CCTV2财经,http://171.213.208.251:4022/rtp/239.94.2.70:5140
CCTV2财经,http://171.213.208.251:4022/rtp/239.94.0.2:5140
CCTV2财经,http://171.213.208.251:4022/rtp/239.94.2.35:5140
CCTV3综艺,http://171.213.208.251:4022/rtp/239.94.0.32:5140
CCTV3综艺,http://171.213.208.251:4022/rtp/239.94.0.3:5140
CCTV4中文国际,http://171.213.208.251:4022/rtp/239.94.0.4:5140
CCTV5体育,http://171.213.208.251:4022/rtp/239.94.0.33:5140
CCTV5体育,http://171.213.208.251:4022/rtp/239.94.2.30:5140
CCTV5体育,http://171.213.208.251:4022/rtp/239.94.0.5:5140
CCTV5+体育赛事,http://171.213.208.251:4022/rtp/239.94.0.19:5140
CCTV5+体育赛事,http://171.213.208.251:4022/rtp/239.94.0.23:5140
CCTV6电影,http://171.213.208.251:4022/rtp/239.94.0.6:5140
CCTV6电影,http://171.213.208.251:4022/rtp/239.94.2.33:5140
CCTV6电影,http://171.213.208.251:4022/rtp/239.94.0.34:5140
CCTV7国防军事,http://171.213.208.251:4022/rtp/239.94.0.7:5140
CCTV8电视剧,http://171.213.208.251:4022/rtp/239.94.0.8:5140
CCTV8电视剧,http://171.213.208.251:4022/rtp/239.94.0.35:5140
CCTV8电视剧,http://171.213.208.251:4022/rtp/239.94.2.29:5140
CCTV9纪录,http://171.213.208.251:4022/rtp/239.94.2.32:5140
CCTV9纪录,http://171.213.208.251:4022/rtp/239.94.0.9:5140
CCTV10科教,http://171.213.208.251:4022/rtp/239.94.0.10:5140
CCTV10科教,http://171.213.208.251:4022/rtp/239.94.2.31:5140
CCTV11戏曲,http://171.213.208.251:4022/rtp/239.94.0.11:5140
CCTV11戏曲,http://171.213.208.251:4022/rtp/239.94.0.36:5140
CCTV12社会与法,http://171.213.208.251:4022/rtp/239.94.0.12:5140
CCTV13新闻,http://171.213.208.251:4022/rtp/239.94.0.13:5140
CCTV13新闻,http://171.213.208.251:4022/rtp/239.94.0.37:5140
CCTV14少儿,http://171.213.208.251:4022/rtp/239.94.0.14:5140
CCTV15音乐,http://171.213.208.251:4022/rtp/239.94.0.15:5140
CCTV15音乐,http://171.213.208.251:4022/rtp/239.94.0.38:5140
CCTV17农业农村,http://171.213.208.251:4022/rtp/239.94.0.39:5140
CCTV17农业农村,http://171.213.208.251:4022/rtp/239.94.0.17:5140

安徽卫视,http://171.213.208.251:4022/rtp/239.94.0.85:5140
北京卫视,http://171.213.208.251:4022/rtp/239.94.0.65:5140
北京卫视4K,http://171.213.208.251:4022/rtp/239.94.0.111:5140
北京卫视4K,http://171.213.208.251:4022/rtp/239.94.0.112:5140
兵团卫视,http://171.213.208.251:4022/rtp/239.94.0.102:5140
东方卫视,http://171.213.208.251:4022/rtp/239.94.0.64:5140
东方卫视4K,http://171.213.208.251:4022/rtp/239.94.0.119:5140
东南卫视,http://171.213.208.251:4022/rtp/239.94.0.80:5140
甘肃卫视,http://171.213.208.251:4022/rtp/239.94.0.99:5140
广东卫视,http://171.213.208.251:4022/rtp/239.94.0.67:5140
广东卫视4K,http://171.213.208.251:4022/rtp/239.94.0.114:5140
广西卫视,http://171.213.208.251:4022/rtp/239.94.0.89:5140
贵州卫视,http://171.213.208.251:4022/rtp/239.94.0.83:5140
河北卫视,http://171.213.208.251:4022/rtp/239.94.0.86:5140
河南卫视,http://171.213.208.251:4022/rtp/239.94.0.88:5140
黑龙江卫视,http://171.213.208.251:4022/rtp/239.94.0.81:5140
湖北卫视,http://171.213.208.251:4022/rtp/239.94.0.84:5140
湖南卫视,http://171.213.208.251:4022/rtp/239.94.0.61:5140
湖南卫视4K,http://171.213.208.251:4022/rtp/239.94.0.116:5140
吉林卫视,http://171.213.208.251:4022/rtp/239.94.0.91:5140
江苏卫视,http://171.213.208.251:4022/rtp/239.94.0.62:5140
江苏卫视4K,http://171.213.208.251:4022/rtp/239.94.0.117:5140
江西卫视,http://171.213.208.251:4022/rtp/239.94.0.79:5140
康巴卫视,http://171.213.208.251:4022/rtp/239.94.0.78:5140
辽宁卫视,http://171.213.208.251:4022/rtp/239.94.0.101:5140
宁夏卫视,http://171.213.208.251:4022/rtp/239.94.0.96:5140
山东卫视,http://171.213.208.251:4022/rtp/239.94.0.69:5140
山东卫视4K,http://171.213.208.251:4022/rtp/239.94.0.120:5140
陕西卫视,http://171.213.208.251:4022/rtp/239.94.0.92:5140
深圳卫视,http://171.213.208.251:4022/rtp/239.94.0.66:5140
深圳卫视4K,http://171.213.208.251:4022/rtp/239.94.0.113:5140
天津卫视,http://171.213.208.251:4022/rtp/239.94.0.68:5140
西藏卫视,http://171.213.208.251:4022/rtp/239.94.0.97:5140
新疆卫视,http://171.213.208.251:4022/rtp/239.94.0.98:5140
云南卫视,http://171.213.208.251:4022/rtp/239.94.0.90:5140
浙江卫视,http://171.213.208.251:4022/rtp/239.94.0.63:5140
浙江卫视4K,http://171.213.208.251:4022/rtp/239.94.0.118:5140
重庆卫视,http://171.213.208.251:4022/rtp/239.94.0.82:5140

四川峨眉电影,http://171.213.208.251:4022/rtp/239.94.0.103:5140
四川妇儿,http://171.213.208.251:4022/rtp/239.94.0.75:5140
四川经济,http://171.213.208.251:4022/rtp/239.94.0.70:5140
四川科教,http://171.213.208.251:4022/rtp/239.94.0.76:5140
四川卫视,http://171.213.208.251:4022/rtp/239.94.0.60:5140
四川卫视,http://171.213.208.251:4022/rtp/239.94.0.59:5140
四川卫视4K,http://171.213.208.251:4022/rtp/239.94.0.115:5140
四川文化旅游,http://171.213.208.251:4022/rtp/239.94.0.71:5140
四川文化旅游,http://171.213.208.251:4022/rtp/239.94.1.11:5140
四川文化旅游,http://171.213.208.251:4022/rtp/239.94.1.5:5140
四川文化旅游,http://171.213.208.251:4022/rtp/239.94.1.6:5140
四川乡村,http://171.213.208.251:4022/rtp/239.94.0.77:5140
四川乡村,http://171.213.208.251:4022/rtp/239.94.1.4:5140
四川乡村,http://171.213.208.251:4022/rtp/239.94.1.8:5140
四川新闻,http://171.213.208.251:4022/rtp/239.94.0.72:5140
四川新闻,http://171.213.208.251:4022/rtp/239.94.1.3:5140
四川新闻,http://171.213.208.251:4022/rtp/239.94.2.26:5140
四川星空购物,http://171.213.208.251:4022/rtp/239.94.0.74:5140
四川影视文艺,http://171.213.208.251:4022/rtp/239.94.0.73:5140


成都都市,http://171.213.208.251:4022/rtp/239.94.0.156:5140
成都公共,http://171.213.208.251:4022/rtp/239.94.0.158:5140
成都经济,http://171.213.208.251:4022/rtp/239.94.0.155:5140
成都蓉城先锋,http://171.213.208.251:4022/rtp/239.94.0.160:5140
成都蓉城先锋,http://171.213.208.251:4022/rtp/239.94.1.57:5140
成都少儿,http://171.213.208.251:4022/rtp/239.94.0.159:5140
成都影视,http://171.213.208.251:4022/rtp/239.94.0.157:5140
成都综合,http://171.213.208.251:4022/rtp/239.94.0.154:5140

乐山文旅生活,http://171.213.208.251:4022/rtp/239.94.0.173:5140
乐山综合,http://171.213.208.251:4022/rtp/239.94.0.162:5140
凉山彝语综合,http://171.213.208.251:4022/rtp/239.94.0.175:5140
凉山综合,http://171.213.208.251:4022/rtp/239.94.0.171:5140
泸州科教生活,http://171.213.208.251:4022/rtp/239.94.0.182:5140
泸州综合,http://171.213.208.251:4022/rtp/239.94.0.163:5140
眉山文旅乡村,http://171.213.208.251:4022/rtp/239.94.0.174:5140
眉山综合,http://171.213.208.251:4022/rtp/239.94.0.170:5140
内江科教生活,http://171.213.208.251:4022/rtp/239.94.0.181:5140
内江综合,http://171.213.208.251:4022/rtp/239.94.0.164:5140
攀枝花综合,http://171.213.208.251:4022/rtp/239.94.0.168:5140
雅安文化生活,http://171.213.208.251:4022/rtp/239.94.0.180:5140
雅安综合,http://171.213.208.251:4022/rtp/239.94.0.166:5140
宜宾公共,http://171.213.208.251:4022/rtp/239.94.0.172:5140
宜宾综合,http://171.213.208.251:4022/rtp/239.94.0.161:5140
资阳综合,http://171.213.208.251:4022/rtp/239.94.0.183:5140
自贡文化生活,http://171.213.208.251:4022/rtp/239.94.0.178:5140
自贡综合,http://171.213.208.251:4022/rtp/239.94.0.169:5140
4K纪实,http://171.213.208.251:4022/rtp/239.94.1.69:5140
4K乐享超清,http://171.213.208.251:4022/rtp/239.94.1.162:5140
4K少儿,http://171.213.208.251:4022/rtp/239.94.1.70:5140
4K视界,http://171.213.208.251:4022/rtp/239.94.1.60:5140
bestv,http://171.213.208.251:4022/rtp/239.94.2.57:5140
CCTV4K,http://171.213.208.251:4022/rtp/239.94.0.20:5140
CETV1,http://171.213.208.251:4022/rtp/239.94.1.2:5140
CETV4,http://171.213.208.251:4022/rtp/239.94.1.20:5140
CGTN,http://171.213.208.251:4022/rtp/239.94.0.22:5140
CGTN,http://171.213.208.251:4022/rtp/239.94.0.40:5140
CGTN法语,http://171.213.208.251:4022/rtp/239.94.1.62:5140
CGTN法语,http://171.213.208.251:4022/rtp/239.94.1.66:5140
CGTN西语,http://171.213.208.251:4022/rtp/239.94.1.61:5140
CGTN西语,http://171.213.208.251:4022/rtp/239.94.1.65:5140
iHOT爱谍战,http://171.213.208.251:4022/rtp/239.94.1.134:5140
iHOT爱动漫,http://171.213.208.251:4022/rtp/239.94.1.141:5140
iHOT爱科幻,http://171.213.208.251:4022/rtp/239.94.1.131:5140
iHOT爱浪漫,http://171.213.208.251:4022/rtp/239.94.1.128:5140
iHOT爱历史,http://171.213.208.251:4022/rtp/239.94.1.135:5140
iHOT爱旅行,http://171.213.208.251:4022/rtp/239.94.1.137:5140
iHOT爱奇谈,http://171.213.208.251:4022/rtp/239.94.1.130:5140
iHOT爱赛车,http://171.213.208.251:4022/rtp/239.94.1.144:5140
iHOT爱体育,http://171.213.208.251:4022/rtp/239.94.1.143:5140
iHOT爱玩具,http://171.213.208.251:4022/rtp/239.94.1.140:5140
iHOT爱喜剧,http://171.213.208.251:4022/rtp/239.94.1.129:5140
iHOT爱喜剧,http://171.213.208.251:4022/rtp/239.94.2.71:5140
iHOT爱悬疑,http://171.213.208.251:4022/rtp/239.94.1.136:5140
iHOT爱幼教,http://171.213.208.251:4022/rtp/239.94.1.139:5140
iHOT爱院线,http://171.213.208.251:4022/rtp/239.94.1.132:5140
i成都,http://171.213.208.251:4022/rtp/239.94.2.1:5140
爱宠宠物,http://171.213.208.251:4022/rtp/239.94.1.145:5140
爱乐山,http://171.213.208.251:4022/rtp/239.94.2.2:5140
爱上4K,http://171.213.208.251:4022/rtp/239.94.0.21:5140
爱生活,http://171.213.208.251:4022/rtp/239.94.1.41:5140
爱体育,http://171.213.208.251:4022/rtp/239.94.1.44:5140
百变课堂,http://171.213.208.251:4022/rtp/239.94.1.43:5140
宝宝动画,http://171.213.208.251:4022/rtp/239.94.1.32:5140
北京纪实科教,http://171.213.208.251:4022/rtp/239.94.0.109:5140
财富天下,http://171.213.208.251:4022/rtp/239.94.1.67:5140
财富天下,http://171.213.208.251:4022/rtp/239.94.1.42:5140
茶频道,http://171.213.208.251:4022/rtp/239.94.1.154:5140
大爱时尚专区,http://171.213.208.251:4022/rtp/239.94.1.15:5140
大爱四川专区,http://171.213.208.251:4022/rtp/239.94.1.12:5140
大爱四川专区,http://171.213.208.251:4022/rtp/239.94.1.13:5140
大爱四川专区,http://171.213.208.251:4022/rtp/239.94.1.14:5140
导视,http://171.213.208.251:4022/rtp/239.94.1.64:5140
地理专区,http://171.213.208.251:4022/rtp/239.94.1.54:5140
电竞天堂,http://171.213.208.251:4022/rtp/239.94.1.45:5140
电信5G,http://171.213.208.251:4022/rtp/239.94.2.4:5140
谍战剧场,http://171.213.208.251:4022/rtp/239.94.1.28:5140
东方财经,http://171.213.208.251:4022/rtp/239.94.1.59:5140
动漫秀场,http://171.213.208.251:4022/rtp/239.94.1.171:5140
都市剧场,http://171.213.208.251:4022/rtp/239.94.1.133:5140
法治天地,http://171.213.208.251:4022/rtp/239.94.1.166:5140
风景,http://171.213.208.251:4022/rtp/239.94.2.74:5140
风景直播1,http://171.213.208.251:4022/rtp/239.94.2.19:5140
风景直播2,http://171.213.208.251:4022/rtp/239.94.2.20:5140
风景直播3,http://171.213.208.251:4022/rtp/239.94.2.23:5140
红色影院,http://171.213.208.251:4022/rtp/239.94.1.48:5140
华语影院,http://171.213.208.251:4022/rtp/239.94.1.22:5140
欢笑剧场4K,http://171.213.208.251:4022/rtp/239.94.1.176:5140
环球旅游,http://171.213.208.251:4022/rtp/239.94.1.147:5140
健康养生,http://171.213.208.251:4022/rtp/239.94.1.27:5140
解密专区,http://171.213.208.251:4022/rtp/239.94.1.53:5140
金色学堂,http://171.213.208.251:4022/rtp/239.94.1.165:5140
金鹰纪实,http://171.213.208.251:4022/rtp/239.94.1.1:5140
经典电影,http://171.213.208.251:4022/rtp/239.94.1.21:5140
经典剧场,http://171.213.208.251:4022/rtp/239.94.1.49:5140
精彩导视,http://171.213.208.251:4022/rtp/239.94.1.63:5140
精彩推荐,http://171.213.208.251:4022/rtp/239.94.2.10:5140
精彩影视,http://171.213.208.251:4022/rtp/239.94.1.172:5140
军事专区,http://171.213.208.251:4022/rtp/239.94.1.52:5140
看天下精选,http://171.213.208.251:4022/rtp/239.94.1.68:5140
